,location,total_sqft,bath,price,bhk
9206,other,1215.0,3.0,42.2,3
9207,other,30000.0,4.0,2100.0,4
9208,other,1445.0,3.0,64.0,3
9209,other,1170.0,2.0,68.0,2
9210,other,450.0,3.0,53.0,4
9211,other,1600.0,2.0,110.0,2
9212,other,2400.0,4.0,700.0,4
9213,other,955.0,1.0,34.01,2
9214,other,1370.0,2.0,75.0,3
9215,other,1187.0,2.0,45.0,2
9216,other,600.0,2.0,30.0,3
9217,other,1980.0,3.0,224.0,3
9218,other,1100.0,2.0,38.45,2
9219,other,1700.0,3.0,97.0,3
9220,other,1900.0,3.0,160.0,3
9221,other,1360.0,3.0,55.0,3
9222,other,1100.0,2.0,75.0,2
9223,other,1929.0,3.0,115.0,3
9224,other,3161.0,4.0,214.0,4
9225,other,1020.0,2.0,40.0,2
9226,other,3515.0,3.0,420.0,3
9227,other,1051.0,2.0,33.0,2
9228,other,600.0,7.0,108.0,7
9229,other,1100.0,2.0,70.0,2
9230,other,2400.0,7.0,355.0,7
9231,other,1455.0,2.0,56.0,3
9232,other,4200.0,4.0,255.0,4
9233,other,1200.0,2.0,55.0,2
9234,other,700.0,1.0,41.0,1
9235,other,1300.0,2.0,49.0,3
9236,other,1400.0,2.0,67.0,2
9237,other,1200.0,2.0,53.0,2
9238,other,1535.0,3.0,55.0,3
9239,other,3000.0,3.0,250.0,3
9240,other,1100.0,2.0,61.0,2
9241,other,1260.0,1.0,41.0,1
9242,other,1500.0,1.0,37.5,1
9243,other,600.0,1.0,17.0,1
9244,other,1360.0,2.0,65.0,3
9245,other,1165.0,2.0,75.0,2
9246,other,1272.0,4.0,75.0,3
9247,other,965.0,2.0,45.0,2
9248,other,1600.0,5.0,140.0,5
9249,other,780.0,2.0,25.0,2
9250,other,1000.0,2.0,65.0,3
9251,other,1121.0,2.0,43.72,2
9252,other,2400.0,4.0,325.0,3
9253,other,674.0,1.0,19.9,2
9254,other,1463.0,1.0,142.0,2
9255,other,1306.0,2.0,58.0,3
9256,other,2401.0,3.0,185.0,3
9257,other,1875.0,2.0,235.0,3
9258,other,1600.0,7.0,104.0,7
9259,other,1225.0,2.0,47.0,2
9261,other,780.0,7.0,150.0,7
9262,other,890.0,1.0,75.0,1
9263,other,1110.0,2.0,51.0,2
9264,other,1300.0,2.0,54.0,2
9265,other,600.0,3.0,86.0,5
9266,other,2400.0,3.0,290.0,3
9267,other,960.0,2.0,32.0,2
9268,other,1690.0,3.0,100.0,3
9269,other,799.0,2.0,38.0,2
9270,other,1355.0,3.0,61.0,3
9271,other,1350.0,2.0,90.0,2
9272,other,1460.0,3.0,88.0,3
9273,other,1685.0,3.0,95.0,3
9274,other,800.0,5.0,98.0,5
9275,other,800.0,1.0,52.0,1
9276,other,4000.0,5.0,280.0,4
9277,other,1100.0,4.0,150.0,5
9278,other,1100.0,2.0,53.0,2
9279,other,792.0,2.0,70.0,2
9280,other,2000.0,4.0,103.0,5
9281,other,600.0,7.0,89.0,7
9282,other,1147.0,2.0,54.0,2
9283,other,2400.0,5.0,235.0,5
9284,other,2100.0,3.0,75.0,3
9285,other,1215.0,2.0,46.5,3
9286,other,461.82,1.0,31.7,1
9287,other,1500.0,2.0,85.0,3
9288,other,1065.0,2.0,50.0,2
9289,other,1205.0,2.0,42.18,2
9290,other,1260.0,2.0,75.0,2
9291,other,1320.0,5.0,199.0,5
9292,other,1199.0,2.0,50.0,2
9293,other,1222.0,5.0,250.0,6
9295,other,1200.0,5.0,195.0,5
9296,other,1070.0,2.0,33.0,2
9297,other,1500.0,7.0,220.0,6
9298,other,2820.0,3.0,285.0,3
9299,other,1950.0,3.0,130.0,3
9300,other,1326.0,2.0,62.17,2
9301,other,1350.0,2.0,140.0,3
9302,other,600.0,2.0,85.0,4
9303,other,4051.0,4.0,345.0,4
9304,other,1200.0,4.0,350.0,4
9305,other,8321.0,5.0,2700.0,5
9306,other,2100.0,3.0,170.0,3
9307,other,1000.0,7.0,160.0,7
9308,other,1991.0,3.0,160.0,3
9309,other,1234.0,2.0,61.0,2
9310,other,1200.0,3.0,66.0,3
9311,other,2220.0,4.0,65.0,3
9312,other,3000.0,4.0,342.0,4
9313,other,2400.0,6.0,245.0,6
9314,other,1069.0,2.0,55.0,2
9315,other,1375.0,2.0,105.0,2
9316,other,1693.0,3.0,108.0,3
9317,other,1160.0,2.0,41.75,2
9318,other,1200.0,3.0,200.0,3
9319,other,900.0,2.0,45.0,2
9320,other,1175.0,2.0,48.0,2
9321,other,1200.0,2.0,50.0,2
9322,other,600.0,2.0,23.0,2
9323,other,1364.0,2.0,70.0,2
9324,other,1150.0,2.0,77.5,3
9325,other,1146.0,2.0,39.5,2
9326,other,1110.0,2.0,41.0,2
9327,other,1156.0,2.0,49.5,2
9328,other,1058.0,2.0,60.0,2
9329,other,600.0,2.0,90.0,4
9330,other,900.0,1.0,30.0,1
9331,other,1672.0,3.0,150.0,3
9332,other,1500.0,2.0,65.0,3
9333,other,1400.0,2.0,65.0,2
9334,other,1250.0,3.0,139.0,3
9335,other,1468.0,3.0,130.0,2
9336,other,1166.0,2.0,53.0,2
9337,other,900.0,2.0,46.0,2
9338,other,1190.0,3.0,55.0,3
9339,other,1480.0,2.0,145.0,3
9340,other,1500.0,3.0,65.0,3
9341,other,820.0,2.0,24.0,2
9342,other,440.0,3.0,50.0,3
9343,other,2280.0,3.0,285.0,3
9344,other,2000.0,3.0,200.0,3
9345,other,1033.0,2.0,32.0,3
9346,other,1460.0,2.0,73.0,3
9347,other,1080.0,2.0,75.0,3
9348,other,2400.0,2.0,150.0,3
9349,other,950.0,5.0,90.0,5
9350,other,2000.0,16.0,490.0,19
9351,other,1070.0,2.0,35.0,2
9352,other,1125.0,2.0,75.0,2
9353,other,1596.0,3.0,95.0,3
9354,other,1200.0,5.0,150.0,6
9355,other,1200.0,7.0,170.0,6
9356,other,1639.0,3.0,123.0,3
9357,other,920.0,2.0,37.0,2
9358,other,1740.0,3.0,199.0,3
9359,other,1372.0,2.0,90.0,3
9360,other,885.0,2.0,40.0,2
9361,other,6200.0,5.0,720.0,5
9362,other,1490.0,2.0,59.6,3
9363,other,1650.0,4.0,99.0,4
9364,other,925.0,2.0,63.0,2
9365,other,1200.0,3.0,95.0,4
9366,other,600.0,7.0,63.0,6
9367,other,1200.0,2.0,79.0,2
9368,other,2500.0,3.0,270.0,3
9369,other,1584.0,3.0,145.0,4
9370,other,1570.0,3.0,115.0,3
9371,other,3000.0,3.0,400.0,3
9372,other,1350.0,3.0,380.0,3
9374,other,1680.0,3.0,85.0,3
9375,other,1464.0,2.0,56.0,2
9376,other,1750.0,3.0,180.0,3
9377,other,1500.0,1.0,160.0,2
9378,other,2100.0,6.0,275.0,6
9379,other,1200.0,2.0,50.0,2
9380,other,705.0,1.0,36.5,1
9381,other,1340.0,3.0,77.0,3
9382,other,1800.0,3.0,70.0,3
9383,other,925.0,2.0,42.0,2
9384,other,1230.0,2.0,57.0,2
9385,other,1200.0,5.0,185.0,5
9386,other,1260.0,1.0,41.0,1
9387,other,1200.0,2.0,216.0,2
9388,other,1200.0,2.0,125.0,2
9389,other,1270.0,2.0,175.0,4
9390,other,700.0,1.0,162.0,1
9391,other,1200.0,3.0,130.0,3
9392,other,3595.0,6.0,360.0,4
9393,other,1100.0,2.0,39.5,2
9394,other,2500.0,3.0,425.0,3
9395,other,3100.0,5.0,385.0,4
9396,other,1219.0,2.0,40.0,2
9397,other,1200.0,4.0,150.0,4
9398,other,3259.0,3.0,270.0,3
9399,other,3200.0,3.0,190.0,4
9400,other,970.0,2.0,40.0,2
9401,other,596.0,1.0,42.0,1
9402,other,10000.0,16.0,550.0,16
9403,other,1200.0,4.0,110.0,4
9404,other,1910.0,3.0,190.0,3
9405,other,1405.0,2.0,70.0,3
9406,other,1800.0,3.0,65.0,3
9407,other,1750.0,3.0,149.0,3
9408,other,1360.0,2.0,65.0,3
9409,other,985.0,2.0,63.0,2
9410,other,1300.0,2.0,129.0,2
9411,other,1490.0,2.0,88.0,3
9412,other,620.0,1.0,25.0,2
9413,other,4428.0,4.0,255.0,4
9414,other,1301.0,2.0,55.0,2
9415,other,650.0,1.0,30.0,1
9416,other,1500.0,2.0,89.99,3
9417,other,2700.0,6.0,675.0,4
9418,other,1350.0,4.0,145.0,4
9419,other,910.0,1.0,42.0,1
9420,other,1250.0,3.0,39.0,3
9421,other,2000.0,3.0,85.0,3
9422,other,4800.0,4.0,700.0,4
9423,other,532.0,1.0,22.49,1
9424,other,1060.0,3.0,62.0,3
9425,other,902.0,2.0,42.0,2
9426,other,600.0,3.0,95.0,6
9427,other,1550.0,2.0,160.0,2
9428,other,1374.0,2.0,70.0,3
9429,other,2145.0,4.0,125.0,4
9430,other,1080.0,2.0,55.0,2
9431,other,1000.0,2.0,80.0,2
9432,other,1240.0,2.0,52.6,2
9433,other,1500.0,2.0,97.0,3
9434,other,1865.0,4.0,140.0,3
9435,other,1200.0,2.0,49.0,2
9436,other,3500.0,4.0,245.0,4
9437,other,1203.0,2.0,59.86,2
9438,other,1600.0,3.0,76.0,3
9439,other,815.0,3.0,160.0,2
9440,other,1134.0,2.0,40.0,2
9441,other,1320.0,2.0,73.0,3
9442,other,2150.0,6.0,205.0,6
9443,other,1100.0,2.0,56.1,2
9444,other,600.0,4.0,110.0,3
9445,other,2400.0,5.0,120.0,5
9446,other,1200.0,4.0,300.0,4
9447,other,675.0,3.0,52.0,2
9448,other,1801.0,3.0,139.0,3
9449,other,1350.0,2.0,65.0,3
9450,other,2990.0,4.0,324.0,4
9451,other,2400.0,2.0,160.0,2
9452,other,1250.0,3.0,40.0,3
9453,other,1150.0,2.0,75.0,2
9454,other,1200.0,3.0,165.0,3
9455,other,1400.0,2.0,62.0,3
9456,other,1488.0,2.0,60.0,3
9457,other,600.0,5.0,85.0,4
9459,other,1853.0,3.0,82.0,3
9460,other,861.0,2.0,35.0,2
9461,other,1256.0,2.0,62.8,2
9462,other,1390.0,2.0,80.0,3
9463,other,1550.0,2.0,90.0,3
9464,other,1200.0,6.0,150.0,11
9465,other,1310.0,2.0,37.83,3
9466,other,2350.0,3.0,400.0,3
9467,other,2400.0,4.0,500.0,4
9468,other,1080.0,2.0,39.0,2
9469,other,1500.0,4.0,110.0,4
9470,other,1531.0,3.0,72.0,3
9471,other,1839.0,3.0,165.0,3
9472,other,4200.0,4.0,760.0,4
9473,other,1200.0,2.0,55.0,2
9474,other,900.0,2.0,70.0,2
9475,other,1250.0,5.0,300.0,5
9476,other,1650.0,9.0,345.0,7
9477,other,1200.0,6.0,70.0,4
9478,other,1500.0,3.0,149.0,3
9479,other,1650.0,2.0,52.0,3
9480,other,1100.0,2.0,38.0,2
9481,other,750.0,2.0,50.0,1
9482,other,600.0,3.0,75.0,2
9483,other,1605.0,2.0,85.0,3
9484,other,1205.0,2.0,60.0,2
9485,other,1200.0,3.0,46.14,2
9486,other,1500.0,1.0,19.5,1
9487,other,2360.0,4.0,600.0,4
9488,other,1125.0,2.0,44.0,2
9489,other,1200.0,2.0,70.0,2
9490,other,1200.0,2.0,160.0,2
9491,other,1904.0,3.0,155.0,3
9492,other,2770.0,4.0,315.0,3
9493,other,813.0,1.0,39.0,1
9494,other,3884.0,4.0,240.0,4
9496,other,1630.0,2.0,97.78,3
9497,other,1090.0,2.0,36.0,2
9498,other,2425.0,4.0,173.0,4
9499,other,1150.0,2.0,56.0,2
9500,other,1141.0,2.0,49.0,2
9501,other,936.0,2.0,43.0,2
9502,other,1280.0,2.0,75.0,2
9503,other,735.0,1.0,75.0,1
9504,other,500.0,1.0,24.0,1
9505,other,1100.0,2.0,50.0,2
9506,other,1200.0,4.0,145.0,3
9507,other,1200.0,2.0,100.0,2
9508,other,1200.0,3.0,160.0,3
9509,other,1265.0,2.0,82.0,3
9510,other,3200.0,5.0,150.0,4
9511,other,1196.0,2.0,56.81,2
9512,other,1850.0,3.0,98.0,3
9513,other,600.0,4.0,100.0,7
9514,other,2360.0,4.0,150.0,4
9515,other,1030.0,2.0,77.25,2
9516,other,1512.0,1.0,65.01,2
9517,other,2000.0,3.0,160.0,3
9518,other,1575.0,3.0,93.0,3
9519,other,1300.0,2.0,70.0,3
9520,other,975.0,2.0,50.0,2
9521,other,1380.0,2.0,75.0,2
9523,other,1000.0,2.0,45.0,2
9524,other,3000.0,5.0,100.0,4
9525,other,1080.0,2.0,45.0,2
9526,other,3100.0,3.0,250.0,3
9527,other,2100.0,7.0,410.0,7
9528,other,1190.0,2.0,100.0,2
9529,other,1827.0,3.0,100.0,3
9530,other,1500.0,3.0,95.0,3
9531,other,1180.0,2.0,63.0,2
9532,other,1300.0,3.0,47.0,3
9533,other,971.0,2.0,135.0,4
9534,other,1155.0,2.0,60.0,3
9535,other,7000.0,5.0,2050.0,4
9536,other,1540.0,3.0,68.0,3
9537,other,1206.0,2.0,38.5,2
9538,other,1645.0,3.0,95.0,3
9539,other,1200.0,4.0,170.0,4
9540,other,1200.0,4.0,140.0,4
9541,other,1200.0,2.0,55.0,3
9542,other,1161.0,2.0,36.69,2
9543,other,1097.0,2.0,65.0,2
9544,other,2400.0,4.0,550.0,4
9545,other,6600.0,4.0,986.0,4
9546,other,1600.0,3.0,165.0,4
9547,other,620.0,2.0,22.0,2
9548,other,900.0,2.0,110.0,2
9549,other,1200.0,2.0,125.0,2
9550,other,1355.0,2.0,75.0,2
9551,other,2000.0,3.0,85.0,3
9552,other,7500.0,4.0,900.0,4
9553,other,1280.0,2.0,49.75,2
9554,other,4200.0,1.0,160.0,2
9555,other,1650.0,3.0,300.0,4
9556,other,4104.0,4.0,360.0,4
9557,other,1150.0,3.0,110.0,4
9558,other,1215.0,2.0,49.85,2
9559,other,1076.0,2.0,52.0,2
9560,other,2080.0,2.0,150.0,2
9561,other,1505.0,2.0,90.0,2
9562,other,1200.0,3.0,95.75,3
9563,other,1810.0,4.0,148.0,3
9564,other,1250.0,2.0,39.0,2
9565,other,1530.0,2.0,97.0,3
9566,other,1500.0,3.0,70.0,3
9567,other,2000.0,5.0,80.0,4
9568,other,1410.0,2.0,45.12,3
9569,other,2000.0,3.0,85.0,3
9570,other,1500.0,2.0,130.0,3
9571,other,1600.0,3.0,72.0,3
9573,other,2500.0,3.0,75.0,3
9574,other,1400.0,2.0,80.0,2
9575,other,1790.0,5.0,250.0,6
9576,other,1533.0,3.0,150.0,3
9577,other,1100.0,2.0,38.0,2
9578,other,3730.0,6.0,450.0,4
9579,other,2400.0,9.0,350.0,8
9580,other,745.0,2.0,50.0,2
9581,other,1460.0,3.0,70.0,3
9582,other,1355.0,2.0,95.0,2
9583,other,833.0,1.0,49.0,1
9584,other,1200.0,8.0,275.0,8
9585,other,1750.0,5.0,450.0,5
9586,other,3250.0,5.0,850.0,4
9587,other,1037.0,2.0,36.28,2
9588,other,3000.0,5.0,270.0,4
9589,other,1220.0,2.0,68.0,2
9590,other,3811.0,3.0,475.0,4
9591,other,1095.0,3.0,215.0,3
9592,other,1545.0,3.0,85.0,3
9593,other,780.0,2.0,35.0,2
9594,other,1350.0,2.0,110.0,2
9595,other,1350.0,2.0,41.0,2
9596,other,750.0,8.0,200.0,8
9597,other,1200.0,2.0,68.0,3
9598,other,1200.0,4.0,120.0,5
9599,other,1150.0,2.0,49.0,2
9600,other,2000.0,4.0,180.0,5
9601,other,875.0,3.0,98.0,6
9602,other,910.0,4.0,140.0,4
9603,other,1200.0,7.0,220.0,8
9604,other,1096.0,2.0,48.0,2
9605,other,580.0,2.0,95.0,2
9606,other,1094.0,2.0,44.0,2
9607,other,1100.0,2.0,49.0,2
9608,other,1280.0,4.0,115.0,4
9609,other,4470.0,3.0,700.0,3
9610,other,720.0,4.0,62.0,5
9611,other,1200.0,3.0,85.0,3
9612,other,1086.0,2.0,47.5,2
9613,other,1655.0,3.0,155.0,3
9614,other,1150.0,2.0,74.0,2
9615,other,1440.0,3.0,65.8,3
9616,other,1200.0,2.0,108.0,3
9617,other,1200.0,2.0,75.0,2
9618,other,1225.0,3.0,60.0,3
9619,other,1550.0,2.0,60.0,3
9620,other,1650.0,3.0,75.0,3
9621,other,1113.0,2.0,46.0,2
9622,other,1500.0,2.0,203.0,2
9623,other,1800.0,9.0,180.0,9
9624,other,1800.0,2.0,72.0,3
9625,other,1350.0,4.0,85.0,4
9626,other,4500.0,9.0,500.0,9
9627,other,935.0,2.0,32.73,2
9628,other,675.0,6.0,125.0,6
9629,other,600.0,3.0,85.0,2
9631,other,800.0,3.0,120.0,6
9632,other,1550.0,3.0,160.0,3
9633,other,1140.0,2.0,52.0,2
9634,other,1050.0,2.0,40.0,2
9635,other,1705.0,2.0,290.0,3
9636,other,1758.0,3.0,95.0,3
9637,other,3179.0,5.0,351.0,4
9638,other,909.0,2.0,40.0,3
9639,other,1200.0,3.0,85.0,2
9640,other,1200.0,2.0,34.0,2
9641,other,2400.0,6.0,408.0,6
9642,other,1800.0,5.0,500.0,4
9643,other,1290.0,1.0,225.0,2
9644,other,1800.0,3.0,140.0,3
9645,other,1000.0,2.0,48.0,2
9646,other,1095.0,2.0,38.52,2
9647,other,3900.0,4.0,333.0,4
9648,other,2400.0,4.0,200.0,3
9649,other,2416.0,10.0,600.0,10
9650,other,1645.0,3.0,87.5,3
9651,other,1650.0,4.0,320.0,4
9652,other,1252.0,2.0,55.0,2
9653,other,2600.0,3.0,140.0,3
9654,other,950.0,2.0,60.0,2
9655,other,2107.0,4.0,95.0,4
9656,other,1450.0,3.0,68.0,3
9657,other,2431.0,3.0,100.0,3
9658,other,1200.0,4.0,240.0,4
9659,other,600.0,3.0,54.0,3
9660,other,1155.0,2.0,56.0,2
9661,other,1450.0,2.0,62.63,2
9662,other,1900.0,3.0,205.0,3
9663,other,1365.0,3.0,60.0,2
9664,other,1402.0,2.0,85.0,3
9665,other,1150.0,4.0,110.0,4
9666,other,1550.0,3.0,75.0,3
9667,other,958.0,3.0,210.0,5
9668,other,1200.0,7.0,169.0,7
9669,other,2100.0,3.0,240.0,3
9670,other,5000.0,4.0,290.0,4
9671,other,1804.0,2.0,285.0,2
9672,other,2000.0,3.0,85.0,3
9673,other,1100.0,2.0,45.0,2
9674,other,1200.0,3.0,140.0,3
9675,other,814.0,2.0,55.0,2
9676,other,1100.0,2.0,44.0,2
9677,other,2400.0,5.0,400.0,5
9678,other,830.0,2.0,37.0,2
9679,other,1590.0,3.0,120.0,3
9680,other,3754.0,6.0,430.0,4
9681,other,1100.0,2.0,48.0,2
9682,other,1230.0,2.0,53.51,3
9683,other,1450.0,2.0,89.6,3
9684,other,1200.0,4.0,230.0,4
9685,other,1367.0,2.0,62.0,2
9686,other,750.0,6.0,112.0,9
9687,other,1250.0,15.0,125.0,14
9688,other,1340.0,2.0,77.0,2
9689,other,12000.0,9.0,1900.0,8
9690,other,1135.0,2.0,32.91,2
9691,other,1745.0,3.0,77.0,3
9692,other,1665.0,3.0,105.0,3
9693,other,1220.0,2.0,48.79,2
9694,other,2300.0,4.0,200.0,4
9695,other,1210.0,2.0,76.0,2
9696,other,1100.0,2.0,46.0,2
9697,other,1286.0,3.0,67.0,3
9698,other,1141.0,2.0,40.0,2
9699,other,2250.0,5.0,360.0,5
9700,other,1140.0,2.0,45.0,2
9701,other,1065.0,2.0,58.0,2
9702,other,1082.0,2.0,42.0,3
9703,other,1290.0,2.0,40.63,2
9704,other,1636.0,3.0,97.0,3
9705,other,3600.0,4.0,450.0,4
9706,other,1224.0,4.0,200.0,8
9707,other,1450.0,3.0,42.0,3
9708,other,825.0,6.0,400.0,6
9709,other,1120.0,2.0,40.0,2
9710,other,1200.0,3.0,72.0,3
9711,other,1500.0,2.0,65.0,3
9713,other,750.0,4.0,85.0,4
9714,other,1350.0,2.0,280.0,3
9715,other,1100.0,2.0,47.0,2
9716,other,1000.0,1.0,75.0,2
9717,other,600.0,8.0,70.0,8
9718,other,1388.0,3.0,69.99,3
9719,other,1176.0,2.0,44.0,2
9720,other,1170.0,2.0,86.0,2
9721,other,4830.0,5.0,390.0,4
9722,other,850.0,2.0,75.0,2
9723,other,1103.0,2.0,55.0,2
9724,other,1600.0,3.0,64.0,3
9725,other,1100.0,2.0,55.0,2
9726,other,2065.0,3.0,130.0,3
9727,other,1150.0,2.0,125.0,2
9728,other,1200.0,8.0,220.0,8
9729,other,1250.0,2.0,59.0,2
9730,other,1115.0,2.0,46.0,2
9731,other,2550.0,4.0,290.0,3
9732,other,3080.0,2.0,285.0,4
9733,other,1130.0,2.0,52.0,2
9734,other,3400.0,6.0,420.0,4
9735,other,800.0,6.0,98.0,6
9736,other,450.0,1.0,25.0,1
9737,other,1100.0,2.0,85.0,2
9738,other,1550.0,3.0,258.0,3
9739,other,966.0,2.0,49.0,2
9740,other,1350.0,6.0,160.0,6
9741,other,4400.0,4.0,350.0,5
9742,other,900.0,4.0,75.0,4
9743,other,1550.0,2.0,79.0,3
9744,other,1540.0,2.0,70.0,3
9745,other,1200.0,7.0,100.0,8
9746,other,1036.0,2.0,110.0,2
9747,other,1070.0,2.0,38.9,2
9748,other,1041.0,2.0,36.44,2
9749,other,1376.0,4.0,156.0,4
9750,other,1150.0,2.0,60.0,3
9751,other,1508.0,3.0,75.0,3
9752,other,1110.0,2.0,58.0,2
9753,other,1100.0,5.0,121.0,4
9754,other,1950.0,3.0,90.0,3
9755,other,1080.0,2.0,62.0,2
9756,other,999.0,2.0,43.66,2
9757,other,900.0,4.0,175.0,4
9758,other,1180.0,2.0,40.0,2
9759,other,2800.0,2.0,650.0,2
9760,other,1127.0,2.0,55.0,2
9761,other,1475.0,2.0,200.0,3
9762,other,1200.0,3.0,96.25,3
9763,other,1250.0,2.0,65.0,3
9764,other,2631.0,3.0,200.0,4
9765,other,830.0,2.0,60.0,2
9766,other,1500.0,2.0,88.0,2
9767,other,1518.0,3.0,76.0,3
9768,other,1495.0,2.0,75.0,3
9769,other,856.0,2.0,48.0,2
9770,other,1143.0,2.0,62.0,2
9771,other,1070.0,2.0,33.15,2
9772,other,1117.0,2.0,110.0,2
9773,other,600.0,1.0,43.0,1
9774,other,7500.0,4.0,425.0,4
9775,other,925.0,2.0,48.0,2
9776,other,1100.0,2.0,52.0,2
9777,other,1200.0,3.0,70.0,3
9778,other,2675.0,4.0,290.0,4
9779,other,1016.0,2.0,45.9,2
9780,other,660.0,2.0,100.0,3
9781,other,1800.0,3.0,88.0,3
9782,other,1062.0,2.0,47.0,2
9783,other,1477.0,2.0,80.0,3
9784,other,3500.0,5.0,450.0,4
9786,other,2080.0,4.0,440.0,4
9787,other,1793.0,3.0,98.0,3
9788,other,960.0,2.0,33.0,2
9789,other,620.0,2.0,23.0,2
9791,other,1020.0,2.0,62.0,2
9792,other,3563.0,6.0,310.0,4
9793,other,1165.0,2.0,47.0,2
9794,other,1100.0,2.0,43.5,2
9795,other,3300.0,5.0,318.0,4
9796,other,1200.0,3.0,165.0,3
9797,other,1440.0,4.0,88.0,4
9798,other,800.0,6.0,75.0,6
9799,other,2250.0,3.0,113.0,3
9800,other,1250.0,3.0,43.0,3
9801,other,1718.0,3.0,223.0,3
9802,other,1500.0,4.0,240.0,4
9803,other,1200.0,2.0,75.0,3
9804,other,985.0,2.0,55.0,2
9805,other,1700.0,2.0,68.5,3
9807,other,1643.0,3.0,75.0,3
9808,other,1740.0,3.0,55.0,3
9809,other,4400.0,3.0,901.0,3
9810,other,1030.0,2.0,80.0,2
9811,other,1852.0,2.0,95.0,3
9812,other,1150.0,2.0,69.0,2
9813,other,840.0,8.0,120.0,6
9814,other,2600.0,3.0,95.0,4
9815,other,1350.0,2.0,68.0,3
9816,other,1500.0,2.0,90.0,3
9817,other,900.0,2.0,55.0,2
9818,other,850.0,2.0,35.0,2
9819,other,600.0,4.0,110.0,2
9820,other,1250.0,2.0,60.0,2
9821,other,970.0,2.0,35.0,2
9822,other,1148.0,2.0,59.0,2
9823,other,1750.0,2.0,225.0,4
9824,other,1350.0,3.0,60.0,3
9825,other,1100.0,2.0,78.0,2
9826,other,1180.0,2.0,74.0,2
9827,other,4510.0,4.0,200.0,3
9828,other,1540.0,3.0,85.0,3
9829,other,1033.0,2.0,31.5,3
9830,other,1800.0,3.0,230.0,3
9831,other,1200.0,2.0,37.0,2
9832,other,800.0,8.0,150.0,6
9833,other,2000.0,3.0,120.0,3
9834,other,2000.0,3.0,145.0,3
9835,other,500.0,1.0,15.0,1
9836,other,850.0,2.0,42.0,2
9837,other,1165.0,2.0,33.64,2
9838,other,1500.0,6.0,210.0,7
9839,other,2230.0,4.0,130.0,4
9840,other,2200.0,5.0,100.0,4
9841,other,1519.0,3.0,67.23,3
9842,other,2777.29,5.0,650.0,3
9843,other,3160.0,4.0,206.0,4
9844,other,4920.0,5.0,1150.0,4
9845,other,922.0,2.0,70.0,2
9846,other,850.0,2.0,72.0,2
9847,other,750.0,3.0,155.0,3
9848,other,1200.0,1.0,65.0,2
9849,other,600.0,3.0,90.0,3
9850,other,1442.0,3.0,56.24,3
9851,other,1233.0,2.0,100.0,2
9852,other,1840.0,3.0,85.0,3
9853,other,1100.0,2.0,57.0,2
9854,other,1040.0,2.0,46.79,2
9855,other,1200.0,2.0,53.0,2
9856,other,2050.0,3.0,100.0,4
9857,other,800.0,2.0,30.0,2
9858,other,1125.0,2.0,36.0,2
9859,other,1350.0,8.0,200.0,9
9860,other,1936.0,3.0,110.0,3
9861,other,1200.0,5.0,300.0,5
9862,other,1652.5,3.0,90.0,3
9863,other,1200.0,6.0,120.0,6
9864,other,2159.0,3.0,110.0,3
9865,other,906.0,3.0,55.0,4
9866,other,1200.0,7.0,169.0,7
9867,other,850.0,7.0,100.0,6
9868,other,2400.0,2.0,480.0,3
9869,other,1200.0,4.0,130.0,5
9870,other,1500.0,3.0,138.0,3
9871,other,700.0,2.0,43.0,2
9872,other,1750.0,3.0,170.0,3
9873,other,1365.0,3.0,99.0,3
9874,other,800.0,2.0,80.0,3
9876,other,850.0,2.0,35.0,2
9877,other,900.0,4.0,180.0,3
9878,other,708.0,1.0,55.0,2
9879,other,600.0,5.0,75.0,4
9880,other,1680.0,3.0,135.0,3
9881,other,990.0,2.0,58.0,2
9882,other,1240.0,2.0,100.0,2
9883,other,1810.0,3.0,118.0,3
9884,other,2005.0,3.0,240.0,3
9885,other,1265.0,2.0,58.0,2
9886,other,1035.0,2.0,44.0,2
9887,other,1000.0,2.0,97.0,2
9890,other,1430.0,3.0,78.65,3
9891,other,600.0,2.0,30.0,2
9892,other,1200.0,2.0,45.0,1
9893,other,1116.0,2.0,37.6,2
9894,other,600.0,2.0,85.0,3
9895,other,1090.0,2.0,45.0,2
9896,other,875.0,5.0,120.0,5
9897,other,1260.0,4.0,65.0,4
9898,other,2250.0,4.0,400.0,4
9899,other,4000.0,6.0,850.0,6
9900,other,1000.0,2.0,36.0,2
9901,other,600.0,4.0,105.0,6
9902,other,840.0,1.0,75.0,1
9903,other,1240.0,5.0,300.0,5
9904,other,1760.0,2.0,116.0,3
9905,other,3900.0,5.0,550.0,4
9906,other,3317.5,5.0,268.5,4
9907,other,600.0,1.0,52.0,2
9908,other,1670.0,3.0,160.0,3
9909,other,1410.0,2.0,75.0,2
9911,other,1200.0,2.0,75.6,3
9912,other,1200.0,3.0,210.0,4
9913,other,2400.0,5.0,285.0,5
9914,other,2360.0,4.0,650.0,4
9915,other,2100.0,4.0,150.0,4
9916,other,600.0,2.0,120.0,2
9917,other,1200.0,2.0,52.5,2
9918,other,2328.0,4.0,528.0,4
9919,other,600.0,7.0,110.0,7
9920,other,1539.0,3.0,60.0,3
9921,other,806.0,3.0,128.0,6
9922,other,920.0,2.0,46.0,2
9923,other,600.0,6.0,60.0,8
9924,other,1550.0,4.0,120.0,4
9925,other,905.0,2.0,50.0,2
9926,other,1495.0,3.0,200.0,3
